Country,Correlation,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Canada,-0.372718489,2.346563733,2.699920598,2.739372137,2.694924597,2.544940506,2.648014518,2.921701359,2.716367669,2.322342414,2.109201382,1.979270375,1.89913132,1.893622694,1.906694018,1.908355407,1.901775789,1.814235464,1.646730558,1.525035045,2.021619569,2.259884765,1.642638569,1.386387164,1.525113001,1.560317857,1.448571759,1.280730391,1.154400374,1.171813034,1.286723517,1.29214019,1.16618922,1.010110536,0.890508032,0.848004133,0.933755643,1.09265427,1.294831021,1.482346321,1.411478391,1.207639008,1.109810192,1.065799849,1.031190519,1.005325173,0.989464804,0.934257424,0.84808819,0.839766802,0.941060834,1.052707187,1.045900073,0.971198959,0.955063529,0.98356083,1.003193896,1.033064088,1.09704947,1.136366201,1.089526832,1.019400059,0.999101001,0.976331082,0.859905828,0.799322032,0.949476674,1.124964008,1.233001161,1.222342496,0.851511058,0.563319156,-5.393166667,-3.984666667,-3.957666667,-4.726166667,-4.945,-5.61775,-5.007916667,-4.26225,-5.228,-4.406833333,-5.068166667,-4.873833333,-4.612083333,-5.457,-5.516666667,-5.141333333,-5.282083333,-4.64575,-4.502333333,-5.103166667,-4.869583333,-6.802916667,-4.1795,-5.641083333,-4.945666667,-4.790416667,-3.84075,-5.3005,-5.00575,-4.416916667,-2.86725,-5.875166667,-4.75175,-4.63425,-4.901166667,-4.843916667,-3.343333333,-4.125166667,-5.073333333,-5.021916667,-4.426666667,-4.928916667,-4.4015,-4.433666667,-4.314333333,-4.941166667,-4.2315,-2.553916667,-3.186333333,-4.025916667,-3.100083333,-4.362833333,-3.8595,-4.923083333,-3.30875,-2.460166667,-4.060916667,-4.29525,-4.135083333,-1.887916667,-3.557083333,-3.176833333,-1.640666667,-1.352666667,-0.121666667,2.251333333,3.731333333,4.208333333,5.519333333,6.647333333,9.162333333
Cape Verde,-0.264258038,1.186403248,1.105593441,0.971689957,0.842449485,0.944605246,1.217012852,1.427174283,1.645068854,1.845793239,1.745015094,2.061851645,2.798881939,3.049558701,3.052471089,3.135407487,3.244946492,3.314889857,3.391188166,3.462169963,3.240318941,2.268381664,1.18616059,0.860188383,0.898859018,0.877637997,0.780145021,0.704204011,0.692993695,0.743346047,1.10412195,1.494033061,1.564484474,1.497690023,1.388468235,1.308418453,1.256148325,1.229060522,1.211237643,1.297216432,1.686360794,2.152522992,2.430254881,2.560394678,2.553985096,2.4777417,2.419444967,2.388587472,2.331328751,2.259028797,2.017040267,1.752494103,1.623270441,1.508406808,1.418343701,1.365093567,1.334707479,1.306640664,1.260275129,1.194237002,1.248125633,1.376105866,1.344727752,1.234071384,1.195514694,1.153954823,1.124582862,1.144822187,1.069450119,0.955779723,0.902500505,0.856770719,24.06591667,24.045,24.32666667,23.85616667,24.50033333,23.95541667,23.93483333,24.52733333,23.76191667,23.97316667,24.29283333,24.47383333,24.46841667,24.22516667,23.93816667,24.47641667,24.03466667,23.88441667,24.96625,24.73841667,24.01383333,24.03416667,24.45158333,23.69058333,24.03341667,24.04383333,24.48525,24.58683333,24.93183333,24.73325,24.63408333,24.19033333,24.748,24.37516667,24.34366667,24.19075,24.926,24.61833333,24.56758333,24.74533333,24.63141667,24.68225,24.44966667,24.45883333,25.16733333,25.23066667,25.30616667,25.37366667,24.627,24.71591667,25.28558333,25.10466667,24.82566667,24.89291667,25.133,25.06841667,24.79366667,24.96975,24.59908333,25.83241667,25.30883333,25.1035,24.5305,25.6135,26.6845,28.3765,30.3765,31.3025,32.9245,32.9245,34.6895
Central African Republic,0.08621631,1.44324787,1.436783062,1.469929541,1.48256084,1.493632715,1.530428181,1.570271748,1.609694848,1.662190503,1.722451395,1.777873919,1.835404372,1.892215473,1.976914929,2.07417396,2.153691879,2.247532153,2.338497363,2.375843385,2.281764245,2.109964079,1.978871261,1.926134417,1.922416939,1.926871904,1.472535596,1.030070414,1.048901027,1.071450747,1.100996542,1.128384502,1.15102133,1.168689971,1.187236864,1.207148339,1.225176034,1.253240932,1.587083829,2.474698836,3.050069711,3.080993997,3.151806981,3.175622021,3.130691925,2.745819495,2.632745531,2.825788389,2.813290143,2.859198095,2.894171312,2.333370755,2.289008792,2.488440215,2.219435607,2.3043233,2.03769179,1.888830131,2.097644636,2.181616367,2.089311685,1.499593076,0.777083028,0.494271887,-0.242000131,0.300168526,1.72486521,1.875086319,1.987803028,2.308033841,2.657517479,2.204801377,25.34233333,25.61741667,25.49683333,25.29508333,24.8855,25.05083333,25.2545,25.669,25.40191667,25.4025,25.11175,25.12916667,25.34675,25.15275,25.27208333,25.36108333,25.11441667,25.14383333,25.48466667,25.42975,25.10066667,25.45141667,25.80466667,25.14208333,25.26325,25.28616667,25.477,25.399,25.67658333,25.7865,25.276,25.25716667,25.59016667,25.29541667,25.30883333,25.50566667,25.8675,25.534,25.31833333,25.71591667,25.69983333,25.09208333,25.74875,25.68275,25.63183333,25.71725,26.04266667,26.20433333,25.46941667,25.61333333,25.71016667,25.81941667,26.01483333,26.14,26.33216667,26.20508333,26.06783333,25.96866667,26.51091667,26.32983333,25.63875,25.6395,26.210875,26.907875,27.890875,29.112875,30.336875,31.481875,32.745875,33.885875,35.153875
Chad,0.239789347,1.917632407,1.911545768,1.860445445,1.889353379,1.865507967,1.830141761,1.841847521,1.854325129,1.871050145,1.883993326,1.896651881,1.90760226,1.914543693,1.895823547,1.871493136,1.849239615,1.820110878,1.868743626,1.961544726,2.035859262,2.079373664,2.222313648,2.362287104,2.285156222,2.084279474,1.882697395,1.738346149,1.676375694,2.004094377,-0.0803189,-0.169397325,4.991096871,5.272655657,1.207149085,0.886910173,3.085898549,3.683345606,3.540356694,3.492437052,2.788028007,3.79776269,4.417412858,2.256533718,2.178664727,4.521207064,4.524730676,3.40763623,3.385918598,3.47251386,3.401578479,3.306189927,3.462779675,4.054383603,4.577400874,4.106656543,3.631467843,3.477666402,3.542134445,3.591959267,3.461565469,3.582731137,3.568857138,3.629960601,3.64932939,3.219821728,3.177258815,3.361506536,3.412887958,3.338221786,3.213287817,3.225015965,27.03033333,27.556,27.22758333,27.16775,26.99408333,27.05116667,27.17433333,27.5045,26.96833333,27.5235,26.23658333,27.104,27.54791667,26.97983333,26.8855,27.00766667,26.95333333,27.05925,27.898,27.02075,26.91308333,27.452,27.70958333,26.89,26.98783333,27.48775,26.82733333,27.11008333,27.55133333,27.4805,27.19483333,27.25983333,27.1395,27.56308333,27.412,27.55616667,27.65966667,27.32025,26.84,27.61925,27.5535,26.91966667,27.61241667,27.26108333,27.46183333,27.7835,27.79741667,27.89583333,27.77983333,27.44783333,27.63525,27.77283333,27.87808333,28.01741667,28.21125,28.048,27.86016667,27.7025,28.32425,28.6965,27.78483333,27.70116667,28.356,29.212,30.506,31.445,32.471,33.998,35.304,36.496,37.642
Chile,-0.279915337,1.899019366,1.947698404,1.966170161,2.000913957,2.021815451,2.055158745,2.071789113,2.075573192,2.064074926,2.041367392,2.045401047,2.026371882,1.969991883,1.932580839,1.91731998,1.860410033,1.807220102,1.788916095,1.764827997,1.732867268,1.70738713,1.657164497,1.63404634,1.64001901,1.637474893,1.603335444,1.580740552,1.584915964,1.554753561,1.521599195,1.510707766,1.500723671,1.471509992,1.462416677,1.494042963,1.540437343,1.589079892,1.609830719,1.601524862,1.591520979,1.590243618,1.558675522,1.48711973,1.429738766,1.366807438,1.298306309,1.254732901,1.206852093,1.1513462,1.120785462,1.102130884,1.095753916,1.074945826,1.038352409,1.033570004,1.048205265,1.054931755,1.076848003,1.099577335,1.067687413,1.024893054,0.979467007,0.938244608,0.954866205,0.957264395,1.11005773,1.502795062,1.746704943,1.734591424,1.279054668,0.89537117,9.574833333,9.83,9.711666667,9.25025,9.028,9.174,9.636083333,9.660666667,9.356583333,9.754166667,9.495333333,9.834083333,9.629,9.435833333,9.706583333,9.497916667,9.568583333,9.876916667,9.863333333,9.65375,9.160166667,9.586083333,9.413333333,9.2915,9.418333333,9.34525,10.01466667,9.958083333,9.79725,9.90375,9.955083333,10.05033333,10.31016667,9.4425,10.03991667,9.8375,10.27158333,9.72525,10.0245,9.83125,9.725416667,9.73775,9.944583333,10.05433333,9.784916667,9.758,10.337,10.29241667,9.829583333,9.564083333,9.819666667,9.742416667,10.07841667,10.20583333,9.891833333,10.174,9.489916667,10.1625,9.994416667,9.712833333,10.03225,10.27258333,9.877375,10.365375,11.213375,12.235375,13.108375,13.646375,14.329375,15.276375,16.153375
China,-0.528628477,1.889230991,2.124848569,2.234173765,2.143080921,2.157691475,2.036660333,2.022836434,1.974536949,1.065401466,-0.036345318,-0.106077183,1.249778724,2.982648137,3.357725458,2.968789889,2.830339677,2.578775092,2.52448906,2.724536344,2.739809782,2.581827449,2.375479929,2.167157783,1.865004364,1.534509666,1.289913756,1.187985277,1.228427291,1.33054053,1.525539046,1.785130532,1.918276508,1.867335391,1.792218301,1.860022763,2.010305601,2.032533154,1.853582009,1.700703397,1.678391889,1.401189944,0.955729722,0.754970535,0.692386736,0.623935404,0.605856584,0.653164149,0.644183745,0.63546618,0.720905194,0.774266299,0.769483089,0.778315839,0.798995555,0.82737623,0.787466538,0.732848023,0.751820891,0.736357092,0.655046958,0.574688881,0.553207889,0.534295859,0.466067294,0.380798451,0.364487822,0.395636,0.296398706,0.139000285,0.012646872,-0.113327453,6.8695,6.640916667,7.022333333,6.371,6.701666667,6.299333333,6.388,7.033583333,7.039666667,6.890916667,7.050583333,6.703666667,7.0525,6.746083333,6.799916667,6.962,6.402583333,6.727,6.456,6.568166667,6.84625,6.814416667,7.209583333,6.659416667,7.100916667,6.471166667,6.851333333,7.048166667,7.074083333,6.950083333,6.926416667,7.14975,6.925083333,6.517916667,6.74025,6.870166667,7.249,7.220833333,7.23975,7.636,7.097166667,6.858416667,6.919416667,7.496,7.211583333,6.962666667,7.367333333,8.051833333,7.84025,7.238083333,7.596416667,7.795666667,7.522,7.71275,7.4135,7.948,8.12675,7.566083333,7.8095,7.548416667,7.357083333,7.077083333,9.295,10.357,11.654,12.973,14.546,15.907,17.329,18.949,20.65
Colombia,-0.40792854,2.686438304,2.716800871,2.748644276,2.785725818,2.834535526,2.876698501,2.932782924,2.940868238,2.988120353,3.081665553,3.108790589,3.104896692,3.073684728,3.040124382,2.999878735,2.905107486,2.81102788,2.72587904,2.614316483,2.524256179,2.414726564,2.341645853,2.339773164,2.320259997,2.302875193,2.28521792,2.346050995,2.426286915,2.440602985,2.468121538,2.448754989,2.410849644,2.403792311,2.356458059,2.243584039,2.158509989,2.119484158,2.095180057,2.082486279,2.072286552,2.0063622,1.954806584,1.953477873,1.942584947,1.898103835,1.835844576,1.804531596,1.760703793,1.703542075,1.653290945,1.61063569,1.570980373,1.516824809,1.462114027,1.397749218,1.330694424,1.27173331,1.199579544,1.165103153,1.160600712,1.124716124,1.065304938,1.009128557,0.956434633,0.94062735,1.066331298,1.532187911,1.932209761,1.848040679,1.457336859,1.108402229,24.811,25.06616667,25.11325,24.74083333,24.54475,24.45241667,25.07041667,25.53383333,25.01816667,24.94683333,25.05,25.00083333,25.05025,24.97916667,25.05316667,25.20608333,24.84425,24.81483333,25.18108333,24.93125,24.55741667,25.03958333,25.17875,24.65683333,24.60558333,24.77366667,25.29483333,25.12225,25.20533333,25.43275,25.1445,25.19108333,25.63475,24.88366667,25.01266667,25.01308333,25.6325,25.21341667,24.86358333,25.21916667,25.34183333,25.53358333,25.20641667,25.16241667,25.49283333,25.14991667,25.58,25.87916667,24.87066667,25.03016667,25.41191667,25.57075,25.65533333,25.55391667,25.67083333,25.47658333,25.494,25.15391667,25.61833333,25.68766667,25.24691667,25.38133333,25.5795,26.4335,27.6825,28.7625,29.5825,30.7195,32.1165,33.6995,34.7725
Comoros,-0.369486913,,,,,,,,,,1.816315249,1.834433518,1.839779165,1.831606969,1.823772159,1.874345831,1.916305964,2.114217007,2.413173025,2.563225603,2.663624325,2.775764851,2.895482745,3.004662059,3.09303363,3.108872406,3.156501232,3.245632568,3.271357218,3.284542048,3.182553509,2.914417946,2.645912449,2.574616549,2.628945941,2.691346379,2.737748912,2.779150376,2.803859104,2.824976413,2.754459976,2.584230807,2.404830744,2.252992737,2.165046212,2.151808184,2.1705624,2.190645303,2.198668909,2.042161398,1.935170074,2.009086697,2.00393775,1.970606658,1.968776517,2.034749407,2.089520973,2.100377074,2.135614305,2.179111722,2.21711407,2.250348217,2.264664291,2.256432246,2.248809743,2.239931395,2.234341686,2.082527928,1.90314874,1.851361249,1.879922605,1.876033777,25.70058333,25.96675,25.957,25.95333333,25.65175,25.46091667,25.801,26.11391667,25.73425,25.66775,26.212,25.8355,25.46608333,25.46908333,25.39066667,25.90591667,25.89275,25.4145,26.1335,25.91,25.37916667,25.80683333,25.86808333,25.4595,25.66066667,25.69475,26.20716667,25.88566667,25.922,25.92791667,25.94416667,26.2515,26.17441667,25.57641667,25.75675,26.0115,26.36425,26.32908333,25.77775,26.15325,26.19683333,26.21783333,26.17816667,26.4525,26.38508333,25.95333333,26.30516667,26.64725,26.28808333,25.9955,26.41425,26.65775,26.6005,26.39191667,26.68216667,26.46583333,26.60458333,26.18825,26.59325,26.78683333,26.454,26.38325,26.542875,27.051875,27.776875,28.476875,29.426875,30.131875,31.427875,32.457875,33.107875
Congo,-0.205182759,2.150039832,2.1953805,2.219536196,2.244437934,2.287325877,2.339677377,2.390494356,2.440846783,2.490879711,2.533032774,2.568624786,2.607062933,2.671557047,2.738014035,2.792347868,2.861863032,2.915312927,2.957446024,3.008575357,3.04535788,3.091131367,3.136593452,3.146692462,3.130777793,2.787155627,2.445512896,2.414185223,2.38472736,2.348728162,2.304141092,2.276500688,2.222227852,2.128317553,2.59145296,3.093083973,3.06609199,3.034782003,2.989743763,2.940604792,2.863762695,2.824898712,2.790525338,2.927062949,2.913057696,2.75247682,2.726794189,2.047120009,2.141252968,2.734084432,3.999361234,3.920610589,2.371293977,2.850688304,3.531211038,3.751118516,3.905928002,3.805927013,3.392727789,4.148748971,4.275071868,3.259712026,2.730495293,2.303740367,2.275510242,2.267147422,2.27890311,2.306531829,2.33441634,2.329856352,2.341565486,2.35358375,24.67558333,24.678,24.57308333,24.2585,24.27408333,24.32708333,24.58175,24.65666667,24.64333333,24.59025,24.36533333,24.56925,24.6915,24.45141667,24.45216667,24.69825,24.43775,24.42616667,24.6965,24.74108333,24.32633333,24.55933333,24.91325,24.36733333,24.39325,24.25966667,24.76125,24.609,24.89108333,24.7565,24.60025,24.43333333,24.88191667,24.71375,24.514,24.5805,25.13025,24.91766667,24.6055,24.7665,24.8215,24.54983333,24.67983333,24.84291667,25.09691667,24.668,25.0605,25.5405,24.8125,24.786,24.73291667,25.04766667,25.05675,25.12816667,25.26891667,25.28266667,25.22975,25.29241667,25.34925,25.55941667,24.77508333,24.8735,25.139375,26.115375,27.168375,28.714375,30.034375,31.484375,32.967375,34.659375,36.317375
Costa Rica,-0.626297879,3.252657904,3.330420127,3.407550482,3.464735632,3.519561946,3.554786644,3.590124749,3.631489997,3.654551916,3.663112992,3.649252214,3.5955938,3.518417307,3.428875795,3.316318863,3.195399819,3.078105481,2.92043663,2.802514532,2.757329518,2.715877577,2.681325264,2.677734087,2.703133575,2.744279057,2.801935896,2.853977276,2.896951633,2.922263902,2.914589668,2.889735492,2.871971139,2.843946722,2.798327247,2.748771262,2.680234177,2.587634124,2.499257085,2.444894599,2.436732539,2.445785288,2.447346083,2.441880492,2.423804636,2.38916565,2.348061386,2.314061807,2.252838359,2.163811297,2.072164805,1.94614173,1.790967576,1.670923779,1.598827426,1.544282428,1.497640085,1.463814619,1.440310147,1.39397656,1.30741102,1.234856762,1.18304442,1.117799059,1.047777808,1.000170015,0.964291726,0.915643598,0.866657493,0.791229103,0.665791586,0.5092512,25.94975,25.80258333,25.92058333,25.64991667,25.52558333,25.51116667,26.24258333,26.31616667,25.99433333,25.89641667,25.80933333,25.63733333,25.7835,25.67708333,25.86958333,25.93125,25.441,25.47208333,25.951,25.554,25.43133333,26.05158333,25.95133333,25.49366667,25.48058333,25.77925,26.115,25.89925,25.8735,25.8895,25.7775,26.10791667,26.50933333,25.61183333,25.7485,26.02566667,26.75466667,25.95258333,25.77775,26.29025,26.28991667,26.36175,26.31933333,26.42583333,26.29283333,25.9625,26.80625,26.97408333,25.86441667,26.07216667,26.11433333,26.30675,26.5775,26.5285,26.40425,26.51491667,26.38291667,26.05608333,26.52291667,26.22675,26.11341667,26.282,26.45755556,26.45755556,26.45755556,26.45755556,26.45755556,26.45755556,26.45755556,26.45755556,26.45755556
Croatia,-0.521372438,1.005679698,0.93008666,0.934248253,0.913902983,0.869556479,0.808087263,0.723677167,0.647517436,0.611393534,0.611764324,0.629007384,0.641475237,0.643615485,0.650207599,0.685499943,0.71542328,0.686464588,0.621573125,0.548009382,0.47513238,0.429335348,0.417188818,0.407959329,0.388334247,0.371347081,0.362639902,0.363448458,0.388617963,0.431764343,0.477285336,0.537276334,0.567357836,0.521665617,0.502839149,0.498798502,0.441919537,0.35819525,0.251977429,0.105779455,-0.076017695,-0.692658088,-1.062191264,-0.171274111,0.580863661,-0.284929528,-1.051272733,-0.986371375,-1.095346624,-1.198227994,-1.275582995,-0.975598665,-0.597167603,-0.541433541,-0.456333236,-0.360571505,-0.309824469,-0.309800872,-0.304637785,-0.274812807,-0.304424824,-0.405613139,-0.517044615,-0.588399592,-0.656646191,-0.766193614,-0.818646566,-0.840183518,-0.871725975,-0.861076325,-0.919531414,-1.017036745,12.481,11.88758333,11.61516667,10.82333333,11.30783333,10.41933333,11.69758333,11.91675,11.657,11.843,12.19166667,10.83808333,11.05025,11.07241667,10.92308333,11.95216667,11.73791667,11.57733333,11.09508333,11.31066667,11.39333333,11.49416667,11.24833333,11.74516667,11.94858333,11.04158333,11.92641667,10.76666667,11.77766667,10.68525,11.5085,11.92191667,11.93483333,11.194,11.15183333,11.404,11.39866667,11.98991667,12.09608333,12.43441667,11.33325,12.54908333,11.93158333,13.11,11.88175,11.12575,11.82741667,12.10091667,12.3165,13.22641667,12.411,12.89891667,12.567,11.91941667,11.37625,12.24166667,13.0665,12.97708333,12.87508333,11.96083333,12.75516667,12.9735,13.589,15.593,17.488,19.295,20.818,23.1,25.182,27.171,28.753
Cuba,-0.496369433,2.078580924,2.056040416,2.075212727,2.096131304,2.100900038,2.104144511,2.103595672,2.094504811,2.088894993,2.089512703,2.083920508,2.092340582,2.123128936,2.119005733,2.040565487,1.929309504,1.840659454,1.779993546,1.742884679,1.723804413,1.652224814,1.484460301,1.280537584,1.09917036,0.940793451,0.793567746,0.670577709,0.579191721,0.516850435,0.487054772,0.638867079,0.927661934,1.125930184,1.178486782,1.15289589,1.136961515,1.116018835,1.103306506,1.070921316,0.978138793,0.787942695,0.548671988,0.357454427,0.19843354,0.095667175,0.05823788,0.073570984,0.128569302,0.187453064,0.24011584,0.264165682,0.269276053,0.281826885,0.277556549,0.238711712,0.182732643,0.115365632,0.063931241,0.047749683,0.039468221,0.039960647,0.051198031,0.040782888,0.010119299,-0.01336919,-0.058984685,-0.119037906,-0.136811817,-0.158241775,-0.207653466,-0.447023097,25.39041667,25.472,25.83533333,25.42441667,25.33858333,25.32441667,25.707,25.58,25.92591667,25.53383333,25.70783333,25.43466667,25.49458333,25.80316667,25.5625,25.26508333,25.57858333,25.23758333,25.65783333,25.41216667,25.47966667,25.77133333,25.68425,25.54975,25.89075,25.50258333,25.65691667,25.62683333,25.67825,25.84816667,25.4865,26.08175,25.86633333,25.63258333,25.67183333,25.87258333,25.92475,25.82475,25.90341667,26.13341667,26.16583333,25.85958333,25.87441667,26.26466667,26.1275,25.80133333,26.63825,26.40708333,25.7975,25.785,25.85641667,26.313,26.36158333,26.26891667,26.14408333,26.1545,26.27975,26.05475,26.02233333,25.62733333,26.153,26.059,26.25044444,27.39444444,28.83344444,30.20344444,31.47844444,32.65544444,34.28944444,36.01144444,37.31544444
Cyprus,-0.325978986,1.500671212,1.444949885,1.529416454,1.523628536,1.554043074,1.645924173,1.720800709,1.809432082,1.900340554,1.949348215,1.471251867,0.960443243,0.908595886,0.844547122,0.824181015,0.892803362,0.887655803,0.805678775,0.720936376,0.6426637,0.585217892,0.536585772,0.57005418,-0.209671991,-0.447836424,0.746853957,1.347576843,1.324481625,1.281806231,1.255190581,1.218861789,1.309032792,1.533906002,1.621195459,1.573801834,1.54265875,1.517847198,1.486104496,1.446056899,1.386525356,1.309659452,1.359568783,1.815622584,2.14650298,2.090047002,2.05628056,2.037848728,2.001790383,1.952061518,1.881536655,1.810605453,1.79542307,1.832353642,1.862207139,1.874585548,1.871238713,1.855509449,1.823169478,1.771113813,1.712734494,1.318411904,0.890018631,0.7574524,0.686625169,0.691218784,0.719337954,0.722713225,0.699501792,0.681318663,0.574006827,0.39983843,19.301,19.29058333,18.24358333,19.15133333,19.73308333,18.8565,19.10575,19.40266667,18.43708333,19.93583333,19.09475,19.89266667,19.5685,18.61308333,18.923,19.65316667,18.3745,19.19308333,19.21316667,19.29791667,18.90666667,18.59433333,18.98991667,18.84033333,18.83583333,18.57608333,19.0565,19.23775,19.55575,18.85008333,19.23191667,18.56641667,18.42433333,18.94333333,19.19775,19.28441667,18.88291667,19.0795,19.08,19.19441667,19.08275,18.04925,18.949,19.802,19.079,19.47558333,18.87625,19.96408333,20.07375,19.442,20.01175,19.72916667,19.73508333,19.59575,19.58708333,19.54016667,19.94533333,20.14475,20.15733333,20.952,19.68191667,20.012,20.349875,21.397875,22.536875,24.029875,24.805875,26.924875,28.448875,30.116875,32.110875
Djibouti,-0.346466798,3.054103502,3.076454849,3.147644649,3.195613151,3.233039473,3.312042365,3.329404912,3.314682454,3.310611213,3.558014253,3.915647646,4.35932906,4.923562184,5.435938275,5.664029675,5.580474514,5.44024416,5.301084523,5.946974474,6.534198774,6.712149755,7.03611226,7.21002048,7.831902764,8.900370581,9.87687458,10.31942527,9.972397163,8.740362552,6.992949108,5.28472556,4.028771432,3.547239203,3.926444242,4.860184878,5.896100804,6.618217444,6.671662567,8.064230967,10.78523785,8.920219035,-0.824061565,-1.89906944,2.022133391,1.001460752,2.410392011,3.678601443,4.181139326,3.597384267,3.209590694,3.22087356,3.144714694,2.183038941,1.42472287,1.462492175,1.901758671,2.137924006,2.031788354,2.056335195,2.004297307,1.919544536,1.873409847,1.840309403,1.804401261,1.766339639,1.736047395,1.723841065,1.706017393,1.665855134,1.583049821,1.488798677,28.70666667,28.56625,28.7735,28.72366667,28.613,28.34316667,28.31091667,29.01116667,28.67025,28.70116667,28.8695,28.71833333,29.09758333,28.64383333,28.42233333,28.8195,28.55541667,28.54358333,29.14833333,28.98925,28.60933333,29.08908333,29.11458333,28.46733333,28.69783333,28.716,29.01941667,29.06325,29.03583333,29.50941667,28.87916667,29.04708333,29.17658333,28.69066667,28.68966667,28.79791667,29.11366667,29.53183333,28.797,29.303,29.28941667,28.999,28.74083333,29.06233333,29.25975,29.16525,29.26933333,29.7805,29.3715,29.86,29.47691667,29.53158333,29.75783333,29.54091667,29.80858333,29.77741667,29.78633333,29.33925,29.89675,29.837,29.84433333,29.92358333,30.74475,31.83775,33.42375,34.77275,36.58375,38.00475,39.46975,41.00275,42.13175
Dominica,-0.041739604,,0.291570403,0.495624787,0.886253871,1.624498293,2.391219442,2.858499599,3.206287699,3.30210644,2.585353214,1.592595796,1.234895855,1.150194783,1.146428179,1.274168092,1.40651634,1.481460136,1.553537737,1.583829898,1.226389704,0.723897688,0.61041091,0.687502392,0.749134646,0.764725072,0.742587975,0.662997501,0.563431323,0.481052481,0.364043127,0.064093293,-0.160130599,-0.20098106,-0.194843613,-0.263623642,-0.382621716,-0.492233553,-0.572789198,-0.645961869,-0.841299856,-0.587696917,-0.058317841,0.076420216,-0.044396431,-0.112520913,-0.203062238,-0.272092678,-0.334490996,-0.459937061,-0.584258058,-0.278745855,0.301935476,0.448067633,0.350182155,0.255504734,0.181654128,0.08022427,0.045294849,0.062847935,0.010418465,0.084231956,0.388389936,0.002962384,1.01073536,1.111182798,0.148501785,0.536072681,0.633173936,0.891686561,0.799539229,0.554506278,26.20233333,26.54333333,26.50891667,26.07725,26.33866667,26.10075,26.17975,26.75816667,26.49058333,26.60308333,26.34991667,26.47341667,26.60391667,26.39416667,26.21525,26.35858333,26.095,26.1335,26.65516667,26.42308333,26.08933333,26.327,26.49016667,26.0875,26.03708333,25.95125,26.42608333,26.51575,26.44266667,26.75333333,26.68633333,26.436,26.69675,26.25083333,26.27475,26.35808333,26.94775,26.6615,26.37866667,26.62983333,26.54458333,26.619,26.64791667,26.6245,26.97433333,26.6325,26.95716667,27.268,26.81325,26.5715,26.90216667,26.93566667,27.08,26.82966667,27.31925,27.14858333,27.09441667,26.66466667,26.9505,27.48683333,26.98783333,27.11233333,26.922125,27.626125,28.544125,29.601125,30.422125,30.983125,31.735125,32.822125,33.549125
